problem name,setup time,solve time,run time,status,objective,primal residual,primal ratio,prim_normalized,dual residual,dual ratio,dual_normalized,duality gap,duality gap ratio,duality_gap_normalized,integral_sum,restart,iterations,task_id,restart_type,alpha,rho_is_vec,adaptive_rho_tolerance_greater,adaptive_rho_tolerance_less,rho_custom_condition,rho_custom_tolerance,adapt_rho_on_restart,custom_average_rest,beta,ini_rest_len,lambd,xi,vector_rho_in_averaged_KKT,halpern_scheme,alpha_adjustment_reflected_halpern,adaptive_rest,restart_necessary,restart_artificial,halpern_step_first_inner_iter,pid_controller,KP,KI,negate_K
DUAL2_Maros_Meszaros,0.000308312,0.001045966,0.001354278,solved,0.03373367619184714,1.7181937387498017e-09,0.0008590972370550458,8.590968686368535e-10,8.551818046359723e-08,0.07975798710643339,7.97579868696814e-08,7.743254176045822e-08,0.07474206100340487,7.474206074219089e-08,0.029521082349316805,1,50,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
DUAL3_Maros_Meszaros,0.000409403,0.001411659,0.001821062,solved,0.1357558362079,6.146292660025998e-09,0.003073146327327843,3.073146327327843e-09,2.2753850918425693e-07,0.1863409485932421,1.8634094801128622e-07,2.1341679032338412e-07,0.18625226975807765,1.862522698065231e-07,0.08952598077850867,1,50,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
DUAL4_Maros_Meszaros,0.000192951,0.000648874,0.000841825,solved,0.746090827428188,6.173375399307636e-08,0.0251814673216176,3.086687696978443e-08,2.766849389944605e-07,0.1258401995915205,1.2584020011206638e-07,2.111747851030188e-07,0.11484876715977818,1.1484876703901779e-07,0.026279330791808102,1,50,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
DUALC1_Maros_Meszaros,0.000120471,0.00469378,0.004814250999999999,solved,6155.206621484249,1.2376726850070172e-08,6.105933326370496e-06,6.1059333263704964e-12,0.2467839169517826,0.07323918960481125,7.323918960119216e-08,0.004323018453931082,0.4184561568789251,4.184561566313179e-07,0.8916680991737829,14,700,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
DUALC2_Maros_Meszaros,0.000162061,0.001633221,0.001795282,solved,3551.3114210763124,1.6144107354559918e-08,4.659617612078597e-06,7.237087025241632e-12,0.0074792132947999026,0.02835013212192986,2.8350132112447053e-08,-0.001431395862414625,0.3028247325127486,3.0282473187304386e-07,0.330708815407227,5,275,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
DUALC5_Maros_Meszaros,0.000210832,0.000592314,0.000803146,solved,427.2323132287468,3.542607445958433e-08,4.331824910628921e-05,5.894521541625549e-11,3.1717560038309495e-06,0.0017818343204249647,1.7818342791312414e-09,-1.6643495489686244e-05,0.0360979203063562,3.609792007013296e-08,0.4633695932474573,1,75,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
DUALC8_Maros_Meszaros,0.000210811,0.001073747,0.0012845579999999999,solved,18309.35528308629,3.0321538203843975e-08,1.5119273956817295e-05,1.5119273956817284e-11,0.010200111492801164,0.0734677640265086,7.346776286667259e-08,0.006519697276938866,0.19630318046269157,1.963031755766329e-07,0.649445906990101,1,75,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
EXDATA_Maros_Meszaros,0.35682975,6.714610394,7.071440144,solved,-141.8434294169962,1.2244061714739018e-05,0.4925857614557952,5.830502112550628e-07,2.648344611141593e-06,0.535763760110258,5.357637708859175e-07,-9.55822998344642e-05,0.39116275811474854,3.9116276898798066e-07,300.766589802849,23,1150,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
GENHS28_Maros_Meszaros,0.000141161,3.441e-05,0.000175571,solved,0.9271736960999127,1.3897433450027083e-09,0.0006948716042177621,6.948716720185075e-10,3.5902620876271385e-09,0.001457928168657956,1.4579281686579558e-09,6.971083266194e-09,0.0024422686899443716,2.4422686899443715e-09,2.4920645373267108e-05,1,50,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
GOULDQP2_Maros_Meszaros,0.000361392,0.056802478,0.057163870000000006,solved,0.0001842706768271714,3.362634615200477e-05,0.9825800928325433,9.82580061421719e-07,3.697312164659926e-10,0.00036969371308401554,3.696937130840155e-10,-3.3617897852826484e-07,0.3360550153716021,3.360550153833613e-07,0.007737932343240288,43,2175,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
GOULDQP3_Maros_Meszaros,0.000445263,0.001284579,0.001729842,solved,-29647.837216027077,4.022339350484572e-09,9.993128810998864e-05,1.1722179098256522e-10,1.631459897021014e-08,0.00047672166095577166,4.767214250919758e-10,9.870644577492093e-07,1.661019647639594e-05,1.6611091695094623e-11,3.8574745592297646e-05,1,50,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
HS118_Maros_Meszaros,8.636e-05,0.000458353,0.0005447130000000001,solved,664.8204396149022,1.8258021423633863e-06,0.018077248990159996,1.8077248934290953e-08,5.113051284588721e-08,0.015486586115032267,1.5486586155384447e-08,-1.5084033293533137e-06,0.0022582888142510258,2.258288644046088e-09,0.0016503692248958873,13,675,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
HS21_Maros_Meszaros,2.446e-05,1.993e-05,4.439e-05,solved,0.039999969514121624,7.621471044541431e-07,0.036292732444186876,3.629273242960786e-08,1.874919494353522e-08,0.01802807232826909,1.8028072325323154e-08,7.012517330706736e-09,0.0064930719562249556,6.493071969074759e-09,0.00021604395481202392,1,75,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
HS268_Maros_Meszaros,1.727e-05,9.4931e-05,0.000112201,solved,-14462.999794075087,2.9937461788616806e-14,0.0,9.159740891662462e-16,0.005304829026330345,0.15511649546240905,1.551164954042617e-07,-0.026615756172583622,0.9201016715746005,9.201016711283253e-07,0.0007164635910629774,5,250,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
HS35MOD_Maros_Meszaros,1.3e-05,1.5651e-05,2.8651e-05,solved,-8.750000000693984,6.93985105987867e-10,0.00017349627287476554,1.734962764678709e-10,7.3020380852994996e-09,0.000811337564912012,8.113375649120119e-10,4.96574115365242e-09,0.0002758744960243479,2.7587450847373967e-10,3.406989993796856e-06,1,50,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
HS35_Maros_Meszaros,1.228e-05,1.501e-05,2.7289999999999998e-05,solved,-8.888888888869706,8.632117123050005e-11,0.0,2.158029280762501e-11,1.7898321713616383e-11,1.988705496576889e-06,1.9887024126240427e-12,1.770514761034759e-12,9.78726302463712e-08,9.775848373878824e-14,1.8881714489721593e-08,1,50,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
HS51_Maros_Meszaros,2.414e-05,1.863e-05,4.277e-05,solved,-6.000000000000001,6.000127132139516e-09,0.0012000254997511877,1.2000254249878421e-09,2.089465737631865e-08,0.0041789315308863855,4.1789314738175096e-09,2.7803403478299667e-08,0.0021387234224548315,2.1387233423275053e-09,2.4251054239247993e-05,1,50,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
HS52_Maros_Meszaros,2.184e-05,1.836e-05,4.02e-05,solved,-0.6733524354511747,7.145616255768474e-12,4.714188947881006e-06,4.714215639479821e-12,3.233602123646081e-11,6.467981705782223e-06,6.467204247292162e-12,6.803184170798909e-11,2.89904475411394e-05,2.8990369665822152e-11,1.071421114859105e-07,1,50,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
HS53_Maros_Meszaros,1.483e-05,1.109e-05,2.5920000000000003e-05,solved,-1.9069741385203005,3.5527750360094117e-07,0.2010122391617069,2.0101223914038972e-07,4.239780161608801e-06,0.8479560322349756,8.479560323217601e-07,2.8387329139679874e-06,0.589688422726702,5.896884226137225e-07,1.578026396395065e-08,0,25,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
HS76_Maros_Meszaros,1.524e-05,1.8341e-05,3.3581e-05,solved,-4.681817614451218,4.0779076613981343e-07,0.05023295660230113,6.79651242758796e-08,3.160869573903304e-07,0.07902173938811874,7.90217393475826e-08,3.0576746839733224e-07,0.037791487279791994,3.779148719022242e-08,1.6999970388145821e-06,1,50,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
HUES-MOD_Maros_Meszaros,0.003724644,0.568064086,0.5717887300000001,solved,34824406.58334358,0.0003780454452453341,0.03968613826943297,3.968613826943297e-08,1.8192039246203717e-07,0.06262370853218571,6.262370853218571e-08,-59.775211066007614,0.8582365728146243,8.58236575595934e-07,93.19488164776396,38,1925,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
HUESTIS_Maros_Meszaros,0.003757094,4.445242068,4.448999162,solved,348243943746.2373,0.00045861539229008486,0.04814415257927794,4.814415256734341e-08,7.415374318367e-05,0.0038924299758352383,3.892429884574505e-09,-695999.6610107423,0.9992980198797115,9.99298017951793e-07,152.09898902819037,296,14825,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
KSIP_Maros_Meszaros,0.001094277,0.561117401,0.5622116779999999,solved,0.5757966427202088,1.2540294000995544e-06,0.674719852673287,6.74719852673287e-07,1.8687368168457397e-06,0.8573700993833523,8.573700993833522e-07,1.204020365186409e-06,0.727528761342115,7.275287618117115e-07,0.3499852409691777,195,9750,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
LASER_Maros_Meszaros,0.000713154,0.005653957,0.006367111,solved,2409600.833493814,2.2744578941745002e-05,0.06395640564522448,6.395640564443875e-08,3.498894667676819e-06,0.004451520625889037,4.451520621809162e-09,-0.5231518447399139,0.10855567552097513,1.085556728154418e-07,0.3335932603636367,2,125,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
LISWET10_Maros_Meszaros,0.005820048,24.868739961,24.874560009,solved,-2500.9480493323017,2.097504565966597e-06,0.9997241628651037,9.997241629386655e-07,1.4045370063029613e-07,0.06688367007252283,6.688367006685626e-08,-0.00022510593143319966,0.04499512841213753,4.499512624736616e-08,0.4821510414324598,1021,51075,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
LISWET11_Maros_Meszaros,0.00917321,29.347262354,29.356435564,solved,-2500.750618189786,2.0977225869642897e-06,0.999828075047343,9.998280750451255e-07,1.228939945309208e-07,0.05852317932618577,5.852317923107585e-08,-0.0004499473034830771,0.08994447775474657,8.994447431241182e-08,1.2670503137078282,1203,60150,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
