iteration,prob_name,prim_res,dual_res,duality_gap,restart
4131,AUG2DCQP,4.419e-01,2.908e-02,-5.863e+04,0
4132,AUG2DCQP,4.421e-01,2.933e-02,-5.864e+04,0
4133,AUG2DCQP,4.418e-01,2.948e-02,-5.864e+04,0
4134,AUG2DCQP,4.421e-01,2.968e-02,-5.865e+04,0
4135,AUG2DCQP,4.418e-01,2.978e-02,-5.866e+04,0
4136,AUG2DCQP,4.420e-01,2.992e-02,-5.866e+04,0
4137,AUG2DCQP,4.417e-01,2.996e-02,-5.867e+04,0
4138,AUG2DCQP,4.420e-01,3.005e-02,-5.868e+04,0
4139,AUG2DCQP,4.416e-01,3.004e-02,-5.868e+04,0
4140,AUG2DCQP,4.420e-01,3.006e-02,-5.869e+04,0
4141,AUG2DCQP,4.415e-01,3.000e-02,-5.870e+04,0
4142,AUG2DCQP,4.419e-01,2.997e-02,-5.871e+04,0
4143,AUG2DCQP,4.414e-01,2.985e-02,-5.871e+04,0
4144,AUG2DCQP,4.419e-01,2.977e-02,-5.872e+04,0
4145,AUG2DCQP,4.413e-01,2.959e-02,-5.873e+04,0
4146,AUG2DCQP,4.419e-01,2.945e-02,-5.873e+04,0
4147,AUG2DCQP,4.412e-01,2.922e-02,-5.874e+04,0
4148,AUG2DCQP,4.418e-01,2.903e-02,-5.875e+04,0
4149,AUG2DCQP,4.411e-01,2.875e-02,-5.875e+04,0
4150,AUG2DCQP,4.418e-01,2.850e-02,-5.876e+04,0
4151,AUG2DCQP,4.410e-01,2.817e-02,-5.877e+04,0
4152,AUG2DCQP,4.417e-01,2.787e-02,-5.877e+04,0
4153,AUG2DCQP,4.409e-01,2.748e-02,-5.878e+04,0
4154,AUG2DCQP,4.417e-01,2.714e-02,-5.879e+04,0
4155,AUG2DCQP,4.408e-01,2.670e-02,-5.879e+04,0
4156,AUG2DCQP,4.417e-01,2.631e-02,-5.880e+04,0
4157,AUG2DCQP,4.407e-01,2.582e-02,-5.881e+04,0
4158,AUG2DCQP,4.416e-01,2.593e-02,-5.881e+04,0
4159,AUG2DCQP,4.406e-01,2.597e-02,-5.882e+04,0
4160,AUG2DCQP,4.416e-01,2.606e-02,-5.883e+04,0
4161,AUG2DCQP,4.405e-01,2.604e-02,-5.883e+04,0
4162,AUG2DCQP,4.416e-01,2.607e-02,-5.884e+04,0
4163,AUG2DCQP,4.404e-01,2.601e-02,-5.885e+04,0
4164,AUG2DCQP,4.415e-01,2.599e-02,-5.885e+04,0
4165,AUG2DCQP,4.403e-01,2.587e-02,-5.886e+04,0
4166,AUG2DCQP,4.415e-01,2.581e-02,-5.887e+04,0
4167,AUG2DCQP,4.402e-01,2.588e-02,-5.887e+04,0
4168,AUG2DCQP,4.415e-01,2.601e-02,-5.888e+04,0
4169,AUG2DCQP,4.401e-01,2.621e-02,-5.889e+04,0
4170,AUG2DCQP,4.414e-01,2.629e-02,-5.889e+04,0
4171,AUG2DCQP,4.401e-01,2.645e-02,-5.890e+04,0
4172,AUG2DCQP,4.414e-01,2.648e-02,-5.891e+04,0
4173,AUG2DCQP,4.400e-01,2.660e-02,-5.891e+04,0
4174,AUG2DCQP,4.413e-01,2.659e-02,-5.892e+04,0
4175,AUG2DCQP,4.399e-01,2.666e-02,-5.893e+04,0
4176,AUG2DCQP,4.413e-01,2.660e-02,-5.894e+04,0
4177,AUG2DCQP,4.398e-01,2.663e-02,-5.894e+04,0
4178,AUG2DCQP,4.412e-01,2.653e-02,-5.895e+04,0
4179,AUG2DCQP,4.397e-01,2.652e-02,-5.896e+04,0
4180,AUG2DCQP,4.412e-01,2.637e-02,-5.896e+04,0
4181,AUG2DCQP,4.397e-01,2.631e-02,-5.897e+04,0
4182,AUG2DCQP,4.411e-01,2.613e-02,-5.898e+04,0
4183,AUG2DCQP,4.396e-01,2.603e-02,-5.898e+04,0
4184,AUG2DCQP,4.411e-01,2.580e-02,-5.899e+04,0
4185,AUG2DCQP,4.395e-01,2.566e-02,-5.900e+04,0
4186,AUG2DCQP,4.410e-01,2.540e-02,-5.900e+04,0
4187,AUG2DCQP,4.395e-01,2.522e-02,-5.901e+04,0
4188,AUG2DCQP,4.409e-01,2.491e-02,-5.902e+04,0
4189,AUG2DCQP,4.394e-01,2.470e-02,-5.902e+04,0
4190,AUG2DCQP,4.409e-01,2.435e-02,-5.903e+04,0
4191,AUG2DCQP,4.393e-01,2.410e-02,-5.904e+04,0
4192,AUG2DCQP,4.408e-01,2.436e-02,-5.904e+04,0
4193,AUG2DCQP,4.393e-01,2.428e-02,-5.905e+04,0
4194,AUG2DCQP,4.408e-01,2.458e-02,-5.906e+04,0
4195,AUG2DCQP,4.392e-01,2.449e-02,-5.906e+04,0
4196,AUG2DCQP,4.407e-01,2.477e-02,-5.907e+04,0
4197,AUG2DCQP,4.392e-01,2.467e-02,-5.908e+04,0
4198,AUG2DCQP,4.406e-01,2.495e-02,-5.908e+04,0
4199,AUG2DCQP,4.391e-01,2.483e-02,-5.909e+04,0
4200,AUG2DCQP,4.405e-01,2.509e-02,-5.910e+04,0
4201,AUG2DCQP,4.390e-01,2.497e-02,-5.910e+04,0
4202,AUG2DCQP,4.405e-01,2.522e-02,-5.911e+04,0
4203,AUG2DCQP,4.390e-01,2.508e-02,-5.912e+04,0
4204,AUG2DCQP,4.404e-01,2.532e-02,-5.912e+04,0
4205,AUG2DCQP,4.390e-01,2.517e-02,-5.913e+04,0
4206,AUG2DCQP,4.403e-01,2.540e-02,-5.914e+04,0
4207,AUG2DCQP,4.389e-01,2.523e-02,-5.914e+04,0
4208,AUG2DCQP,4.402e-01,2.545e-02,-5.915e+04,0
4209,AUG2DCQP,4.389e-01,2.527e-02,-5.916e+04,0
4210,AUG2DCQP,4.402e-01,2.548e-02,-5.916e+04,0
4211,AUG2DCQP,4.388e-01,2.529e-02,-5.917e+04,0
4212,AUG2DCQP,4.401e-01,2.548e-02,-5.918e+04,0
4213,AUG2DCQP,4.388e-01,2.529e-02,-5.918e+04,0
4214,AUG2DCQP,4.400e-01,2.546e-02,-5.919e+04,0
4215,AUG2DCQP,4.388e-01,2.526e-02,-5.920e+04,0
4216,AUG2DCQP,4.399e-01,2.542e-02,-5.920e+04,0
4217,AUG2DCQP,4.387e-01,2.520e-02,-5.921e+04,0
4218,AUG2DCQP,4.398e-01,2.536e-02,-5.922e+04,0
4219,AUG2DCQP,4.387e-01,2.513e-02,-5.922e+04,0
4220,AUG2DCQP,4.397e-01,2.527e-02,-5.923e+04,0
4221,AUG2DCQP,4.386e-01,2.503e-02,-5.924e+04,0
4222,AUG2DCQP,4.396e-01,2.517e-02,-5.924e+04,0
4223,AUG2DCQP,4.386e-01,2.491e-02,-5.925e+04,0
4224,AUG2DCQP,4.396e-01,2.504e-02,-5.926e+04,0
4225,AUG2DCQP,4.386e-01,2.478e-02,-5.926e+04,0
4226,AUG2DCQP,4.395e-01,2.489e-02,-5.927e+04,0
4227,AUG2DCQP,4.386e-01,2.462e-02,-5.928e+04,0
4228,AUG2DCQP,4.394e-01,2.472e-02,-5.928e+04,0
4229,AUG2DCQP,4.385e-01,2.444e-02,-5.929e+04,0
4230,AUG2DCQP,4.393e-01,2.453e-02,-5.930e+04,0
4231,AUG2DCQP,4.385e-01,2.479e-02,-5.930e+04,0
4232,AUG2DCQP,4.392e-01,2.501e-02,-5.931e+04,0
4233,AUG2DCQP,4.385e-01,2.526e-02,-5.932e+04,0
4234,AUG2DCQP,4.391e-01,2.543e-02,-5.932e+04,0
4235,AUG2DCQP,4.385e-01,2.564e-02,-5.933e+04,0
4236,AUG2DCQP,4.390e-01,2.576e-02,-5.934e+04,0
4237,AUG2DCQP,4.384e-01,2.591e-02,-5.934e+04,0
4238,AUG2DCQP,4.389e-01,2.598e-02,-5.935e+04,0
4239,AUG2DCQP,4.384e-01,2.609e-02,-5.936e+04,0
4240,AUG2DCQP,4.388e-01,2.610e-02,-5.936e+04,0
4241,AUG2DCQP,4.384e-01,2.616e-02,-5.937e+04,0
4242,AUG2DCQP,4.387e-01,2.613e-02,-5.938e+04,0
4243,AUG2DCQP,4.384e-01,2.613e-02,-5.938e+04,0
4244,AUG2DCQP,4.386e-01,2.605e-02,-5.939e+04,0
4245,AUG2DCQP,4.383e-01,2.600e-02,-5.940e+04,0
4246,AUG2DCQP,4.385e-01,2.587e-02,-5.940e+04,0
4247,AUG2DCQP,4.383e-01,2.578e-02,-5.941e+04,0
4248,AUG2DCQP,4.384e-01,2.559e-02,-5.942e+04,0
4249,AUG2DCQP,4.383e-01,2.545e-02,-5.942e+04,0
4250,AUG2DCQP,4.383e-01,2.522e-02,-5.943e+04,0
4251,AUG2DCQP,4.383e-01,2.503e-02,-5.944e+04,0
4252,AUG2DCQP,4.382e-01,2.475e-02,-5.944e+04,0
4253,AUG2DCQP,4.383e-01,2.451e-02,-5.945e+04,0
4254,AUG2DCQP,4.381e-01,2.419e-02,-5.946e+04,0
4255,AUG2DCQP,4.382e-01,2.390e-02,-5.946e+04,0
4256,AUG2DCQP,4.380e-01,2.353e-02,-5.947e+04,0
4257,AUG2DCQP,4.382e-01,2.320e-02,-5.948e+04,0
4258,AUG2DCQP,4.380e-01,2.279e-02,-5.948e+04,0
4259,AUG2DCQP,4.382e-01,2.242e-02,-5.949e+04,0
4260,AUG2DCQP,4.379e-01,2.204e-02,-5.950e+04,0
4261,AUG2DCQP,4.381e-01,2.215e-02,-5.950e+04,0
4262,AUG2DCQP,4.378e-01,2.217e-02,-5.951e+04,0
4263,AUG2DCQP,4.381e-01,2.224e-02,-5.952e+04,0
4264,AUG2DCQP,4.377e-01,2.222e-02,-5.952e+04,0
4265,AUG2DCQP,4.381e-01,2.225e-02,-5.953e+04,0
4266,AUG2DCQP,4.376e-01,2.219e-02,-5.954e+04,0
4267,AUG2DCQP,4.381e-01,2.218e-02,-5.954e+04,0
4268,AUG2DCQP,4.375e-01,2.208e-02,-5.955e+04,0
4269,AUG2DCQP,4.380e-01,2.204e-02,-5.956e+04,0
4270,AUG2DCQP,4.374e-01,2.190e-02,-5.956e+04,0
4271,AUG2DCQP,4.380e-01,2.181e-02,-5.957e+04,0
4272,AUG2DCQP,4.374e-01,2.163e-02,-5.958e+04,0
4273,AUG2DCQP,4.380e-01,2.151e-02,-5.958e+04,0
4274,AUG2DCQP,4.373e-01,2.130e-02,-5.959e+04,0
4275,AUG2DCQP,4.379e-01,2.114e-02,-5.960e+04,0
4276,AUG2DCQP,4.372e-01,2.089e-02,-5.960e+04,0
4277,AUG2DCQP,4.379e-01,2.070e-02,-5.961e+04,0
4278,AUG2DCQP,4.371e-01,2.041e-02,-5.962e+04,0
4279,AUG2DCQP,4.378e-01,2.018e-02,-5.962e+04,0
4280,AUG2DCQP,4.371e-01,1.987e-02,-5.963e+04,0
4281,AUG2DCQP,4.378e-01,1.960e-02,-5.964e+04,0
4282,AUG2DCQP,4.370e-01,1.925e-02,-5.964e+04,0
4283,AUG2DCQP,4.378e-01,1.896e-02,-5.965e+04,0
4284,AUG2DCQP,4.369e-01,1.858e-02,-5.966e+04,0
4285,AUG2DCQP,4.377e-01,1.827e-02,-5.966e+04,0
4286,AUG2DCQP,4.368e-01,1.833e-02,-5.967e+04,0
4287,AUG2DCQP,4.377e-01,1.828e-02,-5.968e+04,0
4288,AUG2DCQP,4.368e-01,1.831e-02,-5.968e+04,0
4289,AUG2DCQP,4.376e-01,1.823e-02,-5.969e+04,0
4290,AUG2DCQP,4.367e-01,1.824e-02,-5.970e+04,0
4291,AUG2DCQP,4.376e-01,1.813e-02,-5.970e+04,0
4292,AUG2DCQP,4.367e-01,1.811e-02,-5.971e+04,0
4293,AUG2DCQP,4.375e-01,1.797e-02,-5.972e+04,0
4294,AUG2DCQP,4.366e-01,1.792e-02,-5.972e+04,0
4295,AUG2DCQP,4.375e-01,1.776e-02,-5.973e+04,0
4296,AUG2DCQP,4.365e-01,1.768e-02,-5.974e+04,0
4297,AUG2DCQP,4.374e-01,1.749e-02,-5.974e+04,0
4298,AUG2DCQP,4.365e-01,1.746e-02,-5.975e+04,0
4299,AUG2DCQP,4.373e-01,1.745e-02,-5.976e+04,0
4300,AUG2DCQP,4.364e-01,1.748e-02,-5.976e+04,0
4301,AUG2DCQP,4.373e-01,1.744e-02,-5.977e+04,0
4302,AUG2DCQP,4.364e-01,1.744e-02,-5.978e+04,0
4303,AUG2DCQP,4.372e-01,1.736e-02,-5.978e+04,0
4304,AUG2DCQP,4.363e-01,1.732e-02,-5.979e+04,0
4305,AUG2DCQP,4.372e-01,1.721e-02,-5.980e+04,0
4306,AUG2DCQP,4.363e-01,1.715e-02,-5.980e+04,0
4307,AUG2DCQP,4.371e-01,1.700e-02,-5.981e+04,0
4308,AUG2DCQP,4.362e-01,1.691e-02,-5.982e+04,0
4309,AUG2DCQP,4.370e-01,1.673e-02,-5.982e+04,0
4310,AUG2DCQP,4.362e-01,1.660e-02,-5.983e+04,0
4311,AUG2DCQP,4.370e-01,1.647e-02,-5.983e+04,0
4312,AUG2DCQP,4.361e-01,1.658e-02,-5.984e+04,0
4313,AUG2DCQP,4.369e-01,1.661e-02,-5.985e+04,0
4314,AUG2DCQP,4.361e-01,1.669e-02,-5.985e+04,0
4315,AUG2DCQP,4.368e-01,1.669e-02,-5.986e+04,0
4316,AUG2DCQP,4.361e-01,1.673e-02,-5.987e+04,0
4317,AUG2DCQP,4.368e-01,1.671e-02,-5.987e+04,0
4318,AUG2DCQP,4.360e-01,1.700e-02,-5.988e+04,0
4319,AUG2DCQP,4.367e-01,1.749e-02,-5.989e+04,0
4320,AUG2DCQP,4.360e-01,1.802e-02,-5.989e+04,0
4321,AUG2DCQP,4.366e-01,1.847e-02,-5.990e+04,0
4322,AUG2DCQP,4.360e-01,1.897e-02,-5.991e+04,0
4323,AUG2DCQP,4.365e-01,1.939e-02,-5.991e+04,0
4324,AUG2DCQP,4.359e-01,1.985e-02,-5.992e+04,0
4325,AUG2DCQP,4.365e-01,2.023e-02,-5.993e+04,0
4326,AUG2DCQP,4.359e-01,2.065e-02,-5.993e+04,0
4327,AUG2DCQP,4.364e-01,2.099e-02,-5.994e+04,0
4328,AUG2DCQP,4.359e-01,2.136e-02,-5.995e+04,0
4329,AUG2DCQP,4.363e-01,2.166e-02,-5.995e+04,0
4330,AUG2DCQP,4.358e-01,2.200e-02,-5.996e+04,0
4331,AUG2DCQP,4.362e-01,2.226e-02,-5.997e+04,0
4332,AUG2DCQP,4.358e-01,2.255e-02,-5.997e+04,0
4333,AUG2DCQP,4.361e-01,2.276e-02,-5.998e+04,0
4334,AUG2DCQP,4.358e-01,2.301e-02,-5.999e+04,0
4335,AUG2DCQP,4.361e-01,2.318e-02,-5.999e+04,0
4336,AUG2DCQP,4.358e-01,2.339e-02,-6.000e+04,0
4337,AUG2DCQP,4.360e-01,2.352e-02,-6.001e+04,0
4338,AUG2DCQP,4.357e-01,2.368e-02,-6.001e+04,0
4339,AUG2DCQP,4.359e-01,2.376e-02,-6.002e+04,0
4340,AUG2DCQP,4.357e-01,2.387e-02,-6.003e+04,0
4341,AUG2DCQP,4.358e-01,2.391e-02,-6.003e+04,0
4342,AUG2DCQP,4.357e-01,2.398e-02,-6.004e+04,0
4343,AUG2DCQP,4.357e-01,2.397e-02,-6.004e+04,0
4344,AUG2DCQP,4.356e-01,2.400e-02,-6.005e+04,0
4345,AUG2DCQP,4.357e-01,2.394e-02,-6.006e+04,0
4346,AUG2DCQP,4.356e-01,2.393e-02,-6.006e+04,0
4347,AUG2DCQP,4.356e-01,2.383e-02,-6.007e+04,0
4348,AUG2DCQP,4.356e-01,2.376e-02,-6.008e+04,0
4349,AUG2DCQP,4.355e-01,2.362e-02,-6.008e+04,0
4350,AUG2DCQP,4.356e-01,2.351e-02,-6.009e+04,0
4351,AUG2DCQP,4.354e-01,2.333e-02,-6.010e+04,0
4352,AUG2DCQP,4.355e-01,2.318e-02,-6.010e+04,0
4353,AUG2DCQP,4.353e-01,2.295e-02,-6.011e+04,0
4354,AUG2DCQP,4.355e-01,2.275e-02,-6.012e+04,0
4355,AUG2DCQP,4.353e-01,2.248e-02,-6.012e+04,0
4356,AUG2DCQP,4.355e-01,2.225e-02,-6.013e+04,0
4357,AUG2DCQP,4.352e-01,2.194e-02,-6.014e+04,0
4358,AUG2DCQP,4.355e-01,2.166e-02,-6.014e+04,0
4359,AUG2DCQP,4.351e-01,2.131e-02,-6.015e+04,0
4360,AUG2DCQP,4.354e-01,2.100e-02,-6.016e+04,0
4361,AUG2DCQP,4.350e-01,2.061e-02,-6.016e+04,0
4362,AUG2DCQP,4.354e-01,2.026e-02,-6.017e+04,0
4363,AUG2DCQP,4.350e-01,1.983e-02,-6.018e+04,0
4364,AUG2DCQP,4.354e-01,1.945e-02,-6.018e+04,0
4365,AUG2DCQP,4.349e-01,1.899e-02,-6.019e+04,0
4366,AUG2DCQP,4.353e-01,1.857e-02,-6.020e+04,0
4367,AUG2DCQP,4.348e-01,1.807e-02,-6.020e+04,0
4368,AUG2DCQP,4.353e-01,1.813e-02,-6.021e+04,0
4369,AUG2DCQP,4.347e-01,1.814e-02,-6.021e+04,0
4370,AUG2DCQP,4.353e-01,1.820e-02,-6.022e+04,0
4371,AUG2DCQP,4.347e-01,1.818e-02,-6.023e+04,0
4372,AUG2DCQP,4.352e-01,1.822e-02,-6.023e+04,0
4373,AUG2DCQP,4.346e-01,1.817e-02,-6.024e+04,0
4374,AUG2DCQP,4.352e-01,1.817e-02,-6.025e+04,0
4375,AUG2DCQP,4.345e-01,1.809e-02,-6.025e+04,0
4376,AUG2DCQP,4.352e-01,1.806e-02,-6.026e+04,0
4377,AUG2DCQP,4.345e-01,1.795e-02,-6.027e+04,0
4378,AUG2DCQP,4.351e-01,1.789e-02,-6.027e+04,0
4379,AUG2DCQP,4.344e-01,1.776e-02,-6.028e+04,0
4380,AUG2DCQP,4.351e-01,1.767e-02,-6.029e+04,0
4381,AUG2DCQP,4.343e-01,1.750e-02,-6.029e+04,0
4382,AUG2DCQP,4.350e-01,1.739e-02,-6.030e+04,0
4383,AUG2DCQP,4.343e-01,1.719e-02,-6.031e+04,0
4384,AUG2DCQP,4.350e-01,1.705e-02,-6.031e+04,0
4385,AUG2DCQP,4.342e-01,1.683e-02,-6.032e+04,0
4386,AUG2DCQP,4.349e-01,1.666e-02,-6.033e+04,0
4387,AUG2DCQP,4.342e-01,1.641e-02,-6.033e+04,0
4388,AUG2DCQP,4.349e-01,1.622e-02,-6.034e+04,0
4389,AUG2DCQP,4.341e-01,1.614e-02,-6.034e+04,0
4390,AUG2DCQP,4.348e-01,1.643e-02,-6.035e+04,0
4391,AUG2DCQP,4.341e-01,1.636e-02,-6.036e+04,0
4392,AUG2DCQP,4.348e-01,1.664e-02,-6.036e+04,0
4393,AUG2DCQP,4.340e-01,1.657e-02,-6.037e+04,0
4394,AUG2DCQP,4.347e-01,1.685e-02,-6.038e+04,0
4395,AUG2DCQP,4.340e-01,1.678e-02,-6.038e+04,0
4396,AUG2DCQP,4.347e-01,1.706e-02,-6.039e+04,0
4397,AUG2DCQP,4.339e-01,1.698e-02,-6.040e+04,0
4398,AUG2DCQP,4.346e-01,1.725e-02,-6.040e+04,0
4399,AUG2DCQP,4.339e-01,1.718e-02,-6.041e+04,0
4400,AUG2DCQP,4.346e-01,1.744e-02,-6.042e+04,0
4401,AUG2DCQP,4.338e-01,1.736e-02,-6.042e+04,0
4402,AUG2DCQP,4.345e-01,1.763e-02,-6.043e+04,0
4403,AUG2DCQP,4.338e-01,1.754e-02,-6.044e+04,0
4404,AUG2DCQP,4.345e-01,1.780e-02,-6.044e+04,0
4405,AUG2DCQP,4.337e-01,1.771e-02,-6.045e+04,0
4406,AUG2DCQP,4.344e-01,1.796e-02,-6.045e+04,0
4407,AUG2DCQP,4.337e-01,1.787e-02,-6.046e+04,0
4408,AUG2DCQP,4.343e-01,1.812e-02,-6.047e+04,0
4409,AUG2DCQP,4.337e-01,1.802e-02,-6.047e+04,0
4410,AUG2DCQP,4.343e-01,1.826e-02,-6.048e+04,0
4411,AUG2DCQP,4.336e-01,1.815e-02,-6.049e+04,0
4412,AUG2DCQP,4.342e-01,1.839e-02,-6.049e+04,0
4413,AUG2DCQP,4.336e-01,1.828e-02,-6.050e+04,0
4414,AUG2DCQP,4.341e-01,1.851e-02,-6.051e+04,0
4415,AUG2DCQP,4.335e-01,1.840e-02,-6.051e+04,0
4416,AUG2DCQP,4.341e-01,1.862e-02,-6.052e+04,0
4417,AUG2DCQP,4.335e-01,1.850e-02,-6.053e+04,0
4418,AUG2DCQP,4.340e-01,1.872e-02,-6.053e+04,0
4419,AUG2DCQP,4.335e-01,1.859e-02,-6.054e+04,0
4420,AUG2DCQP,4.339e-01,1.880e-02,-6.054e+04,0
4421,AUG2DCQP,4.335e-01,1.867e-02,-6.055e+04,0
4422,AUG2DCQP,4.339e-01,1.888e-02,-6.056e+04,0
4423,AUG2DCQP,4.334e-01,1.874e-02,-6.056e+04,0
4424,AUG2DCQP,4.338e-01,1.894e-02,-6.057e+04,0
4425,AUG2DCQP,4.334e-01,1.879e-02,-6.058e+04,0
4426,AUG2DCQP,4.337e-01,1.898e-02,-6.058e+04,0
4427,AUG2DCQP,4.334e-01,1.883e-02,-6.059e+04,0
4428,AUG2DCQP,4.336e-01,1.901e-02,-6.060e+04,0
4429,AUG2DCQP,4.333e-01,1.885e-02,-6.060e+04,0
4430,AUG2DCQP,4.336e-01,1.903e-02,-6.061e+04,0
4431,AUG2DCQP,4.333e-01,1.887e-02,-6.062e+04,0
4432,AUG2DCQP,4.335e-01,1.909e-02,-6.062e+04,0
4433,AUG2DCQP,4.333e-01,1.938e-02,-6.063e+04,0
4434,AUG2DCQP,4.334e-01,1.959e-02,-6.064e+04,0
4435,AUG2DCQP,4.333e-01,1.983e-02,-6.064e+04,0
4436,AUG2DCQP,4.333e-01,2.001e-02,-6.065e+04,0
4437,AUG2DCQP,4.332e-01,2.022e-02,-6.065e+04,0
4438,AUG2DCQP,4.333e-01,2.035e-02,-6.066e+04,0
4439,AUG2DCQP,4.332e-01,2.052e-02,-6.067e+04,0
4440,AUG2DCQP,4.332e-01,2.062e-02,-6.067e+04,0
4441,AUG2DCQP,4.332e-01,2.074e-02,-6.068e+04,0
4442,AUG2DCQP,4.331e-01,2.080e-02,-6.069e+04,0
4443,AUG2DCQP,4.332e-01,2.089e-02,-6.069e+04,0
4444,AUG2DCQP,4.330e-01,2.090e-02,-6.070e+04,0
4445,AUG2DCQP,4.332e-01,2.095e-02,-6.071e+04,0
4446,AUG2DCQP,4.330e-01,2.093e-02,-6.071e+04,0
4447,AUG2DCQP,4.331e-01,2.094e-02,-6.072e+04,0
4448,AUG2DCQP,4.329e-01,2.087e-02,-6.072e+04,0
4449,AUG2DCQP,4.331e-01,2.084e-02,-6.073e+04,0
4450,AUG2DCQP,4.328e-01,2.074e-02,-6.074e+04,0
4451,AUG2DCQP,4.331e-01,2.067e-02,-6.074e+04,0
4452,AUG2DCQP,4.327e-01,2.052e-02,-6.075e+04,0
4453,AUG2DCQP,4.331e-01,2.041e-02,-6.076e+04,0
4454,AUG2DCQP,4.327e-01,2.023e-02,-6.076e+04,0
4455,AUG2DCQP,4.330e-01,2.008e-02,-6.077e+04,0
4456,AUG2DCQP,4.326e-01,1.987e-02,-6.078e+04,0
4457,AUG2DCQP,4.330e-01,1.968e-02,-6.078e+04,0
4458,AUG2DCQP,4.325e-01,1.942e-02,-6.079e+04,0
4459,AUG2DCQP,4.330e-01,1.920e-02,-6.080e+04,0
4460,AUG2DCQP,4.324e-01,1.891e-02,-6.080e+04,0
4461,AUG2DCQP,4.330e-01,1.866e-02,-6.081e+04,0
4462,AUG2DCQP,4.324e-01,1.833e-02,-6.081e+04,0
4463,AUG2DCQP,4.329e-01,1.804e-02,-6.082e+04,0
4464,AUG2DCQP,4.323e-01,1.768e-02,-6.083e+04,0
4465,AUG2DCQP,4.329e-01,1.736e-02,-6.083e+04,0
4466,AUG2DCQP,4.322e-01,1.724e-02,-6.084e+04,0
4467,AUG2DCQP,4.329e-01,1.697e-02,-6.085e+04,0
4468,AUG2DCQP,4.322e-01,1.704e-02,-6.085e+04,0
4469,AUG2DCQP,4.329e-01,1.677e-02,-6.086e+04,0
4470,AUG2DCQP,4.321e-01,1.684e-02,-6.087e+04,0
4471,AUG2DCQP,4.328e-01,1.657e-02,-6.087e+04,0
4472,AUG2DCQP,4.320e-01,1.663e-02,-6.088e+04,0
4473,AUG2DCQP,4.328e-01,1.636e-02,-6.088e+04,0
4474,AUG2DCQP,4.320e-01,1.642e-02,-6.089e+04,0
4475,AUG2DCQP,4.328e-01,1.614e-02,-6.090e+04,0
4476,AUG2DCQP,4.319e-01,1.620e-02,-6.090e+04,0
4477,AUG2DCQP,4.327e-01,1.592e-02,-6.091e+04,0
4478,AUG2DCQP,4.318e-01,1.597e-02,-6.092e+04,0
4479,AUG2DCQP,4.327e-01,1.569e-02,-6.092e+04,0
4480,AUG2DCQP,4.318e-01,1.575e-02,-6.093e+04,0
4481,AUG2DCQP,4.327e-01,1.546e-02,-6.094e+04,0
4482,AUG2DCQP,4.317e-01,1.552e-02,-6.094e+04,0
4483,AUG2DCQP,4.326e-01,1.524e-02,-6.095e+04,0
4484,AUG2DCQP,4.317e-01,1.529e-02,-6.095e+04,0
4485,AUG2DCQP,4.326e-01,1.500e-02,-6.096e+04,0
4486,AUG2DCQP,4.316e-01,1.505e-02,-6.097e+04,0
4487,AUG2DCQP,4.325e-01,1.477e-02,-6.097e+04,0
4488,AUG2DCQP,4.315e-01,1.482e-02,-6.098e+04,0
4489,AUG2DCQP,4.325e-01,1.454e-02,-6.099e+04,0
4490,AUG2DCQP,4.315e-01,1.459e-02,-6.099e+04,0
4491,AUG2DCQP,4.325e-01,1.431e-02,-6.100e+04,0
4492,AUG2DCQP,4.314e-01,1.436e-02,-6.101e+04,0
4493,AUG2DCQP,4.324e-01,1.408e-02,-6.101e+04,0
4494,AUG2DCQP,4.314e-01,1.413e-02,-6.102e+04,0
4495,AUG2DCQP,4.324e-01,1.385e-02,-6.102e+04,0
4496,AUG2DCQP,4.313e-01,1.391e-02,-6.103e+04,0
4497,AUG2DCQP,4.323e-01,1.363e-02,-6.104e+04,0
4498,AUG2DCQP,4.313e-01,1.368e-02,-6.104e+04,0
4499,AUG2DCQP,4.323e-01,1.341e-02,-6.105e+04,0
4500,AUG2DCQP,4.313e-01,1.346e-02,-6.106e+04,0
4501,AUG2DCQP,4.322e-01,1.319e-02,-6.106e+04,0
4502,AUG2DCQP,4.312e-01,1.325e-02,-6.107e+04,0
4503,AUG2DCQP,4.322e-01,1.298e-02,-6.108e+04,0
4504,AUG2DCQP,4.312e-01,1.304e-02,-6.108e+04,0
4505,AUG2DCQP,4.321e-01,1.277e-02,-6.109e+04,0
4506,AUG2DCQP,4.311e-01,1.284e-02,-6.109e+04,0
4507,AUG2DCQP,4.321e-01,1.257e-02,-6.110e+04,0
4508,AUG2DCQP,4.311e-01,1.264e-02,-6.111e+04,0
4509,AUG2DCQP,4.320e-01,1.238e-02,-6.111e+04,0
4510,AUG2DCQP,4.310e-01,1.245e-02,-6.112e+04,0
4511,AUG2DCQP,4.320e-01,1.219e-02,-6.113e+04,0
4512,AUG2DCQP,4.310e-01,1.227e-02,-6.113e+04,0
4513,AUG2DCQP,4.319e-01,1.202e-02,-6.114e+04,0
4514,AUG2DCQP,4.310e-01,1.210e-02,-6.114e+04,0
4515,AUG2DCQP,4.318e-01,1.204e-02,-6.115e+04,0
4516,AUG2DCQP,4.309e-01,1.203e-02,-6.116e+04,0
4517,AUG2DCQP,4.318e-01,1.205e-02,-6.116e+04,0
4518,AUG2DCQP,4.309e-01,1.202e-02,-6.117e+04,0
