iteration,prob_name,prim_res,dual_res,duality_gap,restart
181,BOYD1,1.527e+05,3.024e+04,4.346e+11,0
182,BOYD1,1.511e+05,2.979e+04,4.345e+11,0
183,BOYD1,1.498e+05,2.934e+04,4.345e+11,0
184,BOYD1,1.482e+05,2.891e+04,4.344e+11,0
185,BOYD1,1.470e+05,2.849e+04,4.344e+11,0
186,BOYD1,1.455e+05,2.808e+04,4.343e+11,0
187,BOYD1,1.444e+05,2.768e+04,4.342e+11,0
188,BOYD1,1.429e+05,2.729e+04,4.342e+11,0
189,BOYD1,1.418e+05,2.692e+04,4.341e+11,0
190,BOYD1,1.405e+05,2.655e+04,4.341e+11,0
191,BOYD1,1.394e+05,2.618e+04,4.340e+11,0
192,BOYD1,1.381e+05,2.583e+04,4.340e+11,0
193,BOYD1,1.371e+05,2.549e+04,4.339e+11,0
194,BOYD1,1.359e+05,2.515e+04,4.339e+11,0
195,BOYD1,1.349e+05,2.483e+04,4.338e+11,0
196,BOYD1,1.337e+05,2.451e+04,4.338e+11,0
197,BOYD1,1.329e+05,2.419e+04,4.337e+11,0
198,BOYD1,1.316e+05,2.389e+04,4.337e+11,0
199,BOYD1,1.309e+05,2.359e+04,4.336e+11,0
200,BOYD1,1.297e+05,2.330e+04,4.336e+11,0
201,BOYD1,1.290e+05,2.302e+04,4.335e+11,0
202,BOYD1,1.278e+05,2.274e+04,4.335e+11,0
203,BOYD1,1.271e+05,2.247e+04,4.334e+11,0
204,BOYD1,1.260e+05,2.220e+04,4.334e+11,0
205,BOYD1,1.254e+05,2.194e+04,4.333e+11,0
206,BOYD1,1.243e+05,2.169e+04,4.333e+11,0
207,BOYD1,1.238e+05,2.144e+04,4.332e+11,0
208,BOYD1,1.226e+05,2.120e+04,4.332e+11,0
209,BOYD1,1.222e+05,2.096e+04,4.331e+11,0
210,BOYD1,1.211e+05,2.073e+04,4.331e+11,0
211,BOYD1,1.207e+05,2.050e+04,4.330e+11,0
212,BOYD1,1.196e+05,2.028e+04,4.330e+11,0
213,BOYD1,1.192e+05,2.006e+04,4.330e+11,0
214,BOYD1,1.182e+05,1.984e+04,4.329e+11,0
215,BOYD1,1.178e+05,1.964e+04,4.329e+11,0
216,BOYD1,1.168e+05,1.943e+04,4.328e+11,0
217,BOYD1,1.165e+05,1.923e+04,4.328e+11,0
218,BOYD1,1.155e+05,1.903e+04,4.327e+11,0
219,BOYD1,1.152e+05,1.884e+04,4.327e+11,0
220,BOYD1,1.142e+05,1.865e+04,4.326e+11,0
221,BOYD1,1.141e+05,1.847e+04,4.326e+11,0
222,BOYD1,1.140e+05,1.829e+04,4.326e+11,0
223,BOYD1,1.140e+05,1.811e+04,4.325e+11,0
224,BOYD1,1.140e+05,1.794e+04,4.325e+11,0
225,BOYD1,1.139e+05,1.777e+04,4.324e+11,0
226,BOYD1,1.139e+05,1.760e+04,4.324e+11,0
227,BOYD1,1.138e+05,1.743e+04,4.323e+11,0
228,BOYD1,1.138e+05,1.727e+04,4.323e+11,0
229,BOYD1,1.138e+05,1.711e+04,4.323e+11,0
230,BOYD1,1.137e+05,1.696e+04,4.322e+11,0
231,BOYD1,1.137e+05,1.681e+04,4.322e+11,0
232,BOYD1,1.137e+05,1.666e+04,4.321e+11,0
233,BOYD1,1.136e+05,1.651e+04,4.321e+11,0
234,BOYD1,1.136e+05,1.637e+04,4.320e+11,0
235,BOYD1,1.136e+05,1.623e+04,4.320e+11,0
236,BOYD1,1.135e+05,1.609e+04,4.320e+11,0
237,BOYD1,1.135e+05,1.595e+04,4.319e+11,0
238,BOYD1,1.135e+05,1.582e+04,4.319e+11,0
239,BOYD1,1.134e+05,1.568e+04,4.318e+11,0
240,BOYD1,1.134e+05,1.556e+04,4.318e+11,0
241,BOYD1,1.134e+05,1.543e+04,4.318e+11,0
242,BOYD1,1.134e+05,1.530e+04,4.317e+11,0
243,BOYD1,1.133e+05,1.518e+04,4.317e+11,0
244,BOYD1,1.133e+05,1.506e+04,4.316e+11,0
245,BOYD1,1.133e+05,1.494e+04,4.316e+11,0
246,BOYD1,1.133e+05,1.482e+04,4.316e+11,0
247,BOYD1,1.132e+05,1.471e+04,4.315e+11,0
248,BOYD1,1.132e+05,1.460e+04,4.315e+11,0
249,BOYD1,1.132e+05,1.449e+04,4.314e+11,0
250,BOYD1,1.131e+05,1.438e+04,4.314e+11,0
251,BOYD1,1.131e+05,1.427e+04,4.314e+11,0
252,BOYD1,1.131e+05,1.416e+04,4.313e+11,0
253,BOYD1,1.131e+05,1.406e+04,4.313e+11,0
254,BOYD1,1.130e+05,1.396e+04,4.312e+11,0
255,BOYD1,1.130e+05,1.386e+04,4.312e+11,0
256,BOYD1,1.130e+05,1.376e+04,4.312e+11,0
257,BOYD1,1.130e+05,1.366e+04,4.311e+11,0
258,BOYD1,1.129e+05,1.356e+04,4.311e+11,0
259,BOYD1,1.129e+05,1.347e+04,4.311e+11,0
260,BOYD1,1.129e+05,1.338e+04,4.310e+11,0
261,BOYD1,1.129e+05,1.328e+04,4.310e+11,0
262,BOYD1,1.129e+05,1.319e+04,4.309e+11,0
263,BOYD1,1.128e+05,1.310e+04,4.309e+11,0
264,BOYD1,1.128e+05,1.302e+04,4.309e+11,0
265,BOYD1,1.128e+05,1.293e+04,4.308e+11,0
266,BOYD1,1.128e+05,1.285e+04,4.308e+11,0
267,BOYD1,1.127e+05,1.276e+04,4.307e+11,0
268,BOYD1,1.127e+05,1.268e+04,4.307e+11,0
269,BOYD1,1.127e+05,1.260e+04,4.307e+11,0
270,BOYD1,1.127e+05,1.252e+04,4.306e+11,0
271,BOYD1,1.127e+05,1.244e+04,4.306e+11,0
272,BOYD1,1.127e+05,1.236e+04,4.306e+11,0
273,BOYD1,1.126e+05,1.228e+04,4.305e+11,0
274,BOYD1,1.126e+05,1.221e+04,4.305e+11,0
275,BOYD1,1.126e+05,1.213e+04,4.305e+11,0
276,BOYD1,1.126e+05,1.206e+04,4.304e+11,0
277,BOYD1,1.125e+05,1.198e+04,4.304e+11,0
278,BOYD1,1.125e+05,1.191e+04,4.303e+11,0
279,BOYD1,1.125e+05,1.184e+04,4.303e+11,0
280,BOYD1,1.125e+05,1.177e+04,4.303e+11,0
281,BOYD1,1.125e+05,1.170e+04,4.302e+11,0
282,BOYD1,1.125e+05,1.163e+04,4.302e+11,0
283,BOYD1,1.124e+05,1.157e+04,4.302e+11,0
284,BOYD1,1.124e+05,1.150e+04,4.301e+11,0
285,BOYD1,1.124e+05,1.144e+04,4.301e+11,0
286,BOYD1,1.124e+05,1.137e+04,4.301e+11,0
287,BOYD1,1.124e+05,1.131e+04,4.300e+11,0
288,BOYD1,1.124e+05,1.124e+04,4.300e+11,0
289,BOYD1,1.123e+05,1.118e+04,4.299e+11,0
290,BOYD1,1.123e+05,1.112e+04,4.299e+11,0
291,BOYD1,1.123e+05,1.106e+04,4.299e+11,0
292,BOYD1,1.123e+05,1.100e+04,4.298e+11,0
293,BOYD1,1.122e+05,1.094e+04,4.298e+11,0
294,BOYD1,1.123e+05,1.088e+04,4.298e+11,0
295,BOYD1,1.122e+05,1.083e+04,4.297e+11,0
296,BOYD1,1.122e+05,1.077e+04,4.297e+11,0
297,BOYD1,1.122e+05,1.071e+04,4.297e+11,0
298,BOYD1,1.122e+05,1.066e+04,4.296e+11,0
299,BOYD1,1.122e+05,1.060e+04,4.296e+11,0
300,BOYD1,1.122e+05,1.055e+04,4.296e+11,0
301,BOYD1,1.121e+05,1.049e+04,4.295e+11,0
302,BOYD1,1.121e+05,1.044e+04,4.295e+11,0
303,BOYD1,1.121e+05,1.039e+04,4.295e+11,0
304,BOYD1,1.121e+05,1.034e+04,4.294e+11,0
305,BOYD1,1.121e+05,1.029e+04,4.294e+11,0
306,BOYD1,1.121e+05,1.023e+04,4.294e+11,0
307,BOYD1,1.120e+05,1.018e+04,4.293e+11,0
308,BOYD1,1.121e+05,1.013e+04,4.293e+11,0
309,BOYD1,1.120e+05,1.009e+04,4.292e+11,0
310,BOYD1,1.120e+05,1.004e+04,4.292e+11,0
311,BOYD1,1.120e+05,9.990e+03,4.292e+11,0
312,BOYD1,1.120e+05,9.943e+03,4.291e+11,0
313,BOYD1,1.120e+05,9.896e+03,4.291e+11,0
314,BOYD1,1.120e+05,9.850e+03,4.291e+11,0
315,BOYD1,1.119e+05,9.804e+03,4.290e+11,0
316,BOYD1,1.119e+05,9.759e+03,4.290e+11,0
317,BOYD1,1.119e+05,9.714e+03,4.290e+11,0
318,BOYD1,1.119e+05,9.670e+03,4.289e+11,0
319,BOYD1,1.119e+05,9.626e+03,4.289e+11,0
320,BOYD1,1.119e+05,9.583e+03,4.289e+11,0
321,BOYD1,1.119e+05,9.540e+03,4.288e+11,0
322,BOYD1,1.119e+05,9.497e+03,4.288e+11,0
323,BOYD1,1.118e+05,9.455e+03,4.288e+11,0
324,BOYD1,1.119e+05,9.414e+03,4.287e+11,0
325,BOYD1,1.118e+05,9.373e+03,4.287e+11,0
326,BOYD1,1.118e+05,9.332e+03,4.287e+11,0
327,BOYD1,1.118e+05,9.292e+03,4.286e+11,0
328,BOYD1,1.118e+05,9.252e+03,4.286e+11,0
329,BOYD1,1.118e+05,9.213e+03,4.286e+11,0
330,BOYD1,1.118e+05,9.174e+03,4.285e+11,0
331,BOYD1,1.117e+05,9.135e+03,4.285e+11,0
332,BOYD1,1.118e+05,9.097e+03,4.285e+11,0
333,BOYD1,1.117e+05,9.059e+03,4.284e+11,0
334,BOYD1,1.117e+05,9.022e+03,4.284e+11,0
335,BOYD1,1.117e+05,8.984e+03,4.284e+11,0
336,BOYD1,1.117e+05,8.948e+03,4.283e+11,0
337,BOYD1,1.117e+05,8.911e+03,4.283e+11,0
338,BOYD1,1.117e+05,8.875e+03,4.283e+11,0
339,BOYD1,1.117e+05,8.840e+03,4.282e+11,0
340,BOYD1,1.117e+05,8.804e+03,4.282e+11,0
341,BOYD1,1.116e+05,8.769e+03,4.282e+11,0
342,BOYD1,1.117e+05,8.735e+03,4.281e+11,0
343,BOYD1,1.116e+05,8.700e+03,4.281e+11,0
344,BOYD1,1.116e+05,8.666e+03,4.281e+11,0
345,BOYD1,1.116e+05,8.633e+03,4.280e+11,0
346,BOYD1,1.116e+05,8.599e+03,4.280e+11,0
347,BOYD1,1.116e+05,8.566e+03,4.280e+11,0
348,BOYD1,1.116e+05,8.533e+03,4.279e+11,0
349,BOYD1,1.116e+05,8.501e+03,4.279e+11,0
350,BOYD1,1.116e+05,8.469e+03,4.279e+11,0
351,BOYD1,1.115e+05,8.437e+03,4.278e+11,0
352,BOYD1,1.115e+05,8.405e+03,4.278e+11,0
353,BOYD1,1.115e+05,8.374e+03,4.278e+11,0
354,BOYD1,1.115e+05,8.343e+03,4.277e+11,0
355,BOYD1,1.115e+05,8.312e+03,4.277e+11,0
356,BOYD1,1.115e+05,8.282e+03,4.277e+11,0
357,BOYD1,1.115e+05,8.252e+03,4.277e+11,0
358,BOYD1,1.115e+05,8.222e+03,4.276e+11,0
359,BOYD1,1.115e+05,8.192e+03,4.276e+11,0
360,BOYD1,1.115e+05,8.163e+03,4.276e+11,0
361,BOYD1,1.114e+05,8.134e+03,4.275e+11,0
362,BOYD1,1.115e+05,8.105e+03,4.275e+11,0
363,BOYD1,1.114e+05,8.076e+03,4.275e+11,0
364,BOYD1,1.114e+05,8.048e+03,4.274e+11,0
365,BOYD1,1.114e+05,8.020e+03,4.274e+11,0
366,BOYD1,1.114e+05,7.992e+03,4.274e+11,0
367,BOYD1,1.114e+05,7.964e+03,4.273e+11,0
368,BOYD1,1.114e+05,7.937e+03,4.273e+11,0
369,BOYD1,1.114e+05,7.910e+03,4.273e+11,0
370,BOYD1,1.114e+05,7.883e+03,4.272e+11,0
371,BOYD1,1.114e+05,7.856e+03,4.272e+11,0
372,BOYD1,1.114e+05,7.830e+03,4.272e+11,0
373,BOYD1,1.113e+05,7.803e+03,4.271e+11,0
374,BOYD1,1.113e+05,7.777e+03,4.271e+11,0
375,BOYD1,1.113e+05,7.752e+03,4.271e+11,0
376,BOYD1,1.113e+05,7.726e+03,4.270e+11,0
377,BOYD1,1.113e+05,7.701e+03,4.270e+11,0
378,BOYD1,1.113e+05,7.675e+03,4.270e+11,0
379,BOYD1,1.113e+05,7.651e+03,4.269e+11,0
380,BOYD1,1.113e+05,7.626e+03,4.269e+11,0
381,BOYD1,1.113e+05,7.601e+03,4.269e+11,0
382,BOYD1,1.113e+05,7.577e+03,4.269e+11,0
383,BOYD1,1.113e+05,7.552e+03,4.268e+11,0
384,BOYD1,1.113e+05,7.528e+03,4.268e+11,0
385,BOYD1,1.113e+05,7.505e+03,4.268e+11,0
386,BOYD1,1.113e+05,7.481e+03,4.267e+11,0
387,BOYD1,1.112e+05,7.458e+03,4.267e+11,0
388,BOYD1,1.112e+05,7.434e+03,4.267e+11,0
389,BOYD1,1.112e+05,7.411e+03,4.266e+11,0
390,BOYD1,1.112e+05,7.388e+03,4.266e+11,0
391,BOYD1,1.112e+05,7.366e+03,4.266e+11,0
392,BOYD1,1.112e+05,7.343e+03,4.265e+11,0
393,BOYD1,1.112e+05,7.321e+03,4.265e+11,0
394,BOYD1,1.112e+05,7.299e+03,4.265e+11,0
395,BOYD1,1.112e+05,7.277e+03,4.264e+11,0
396,BOYD1,1.112e+05,7.255e+03,4.264e+11,0
397,BOYD1,1.112e+05,7.233e+03,4.264e+11,0
398,BOYD1,1.112e+05,7.211e+03,4.263e+11,0
399,BOYD1,1.112e+05,7.190e+03,4.263e+11,0
400,BOYD1,1.111e+05,7.169e+03,4.263e+11,0
401,BOYD1,1.112e+05,7.148e+03,4.263e+11,0
402,BOYD1,1.111e+05,7.127e+03,4.262e+11,0
403,BOYD1,1.111e+05,7.106e+03,4.262e+11,0
404,BOYD1,1.111e+05,7.086e+03,4.262e+11,0
405,BOYD1,1.111e+05,7.065e+03,4.261e+11,0
406,BOYD1,1.111e+05,7.045e+03,4.261e+11,0
407,BOYD1,1.111e+05,7.025e+03,4.261e+11,0
408,BOYD1,1.111e+05,7.005e+03,4.260e+11,0
409,BOYD1,1.111e+05,6.985e+03,4.260e+11,0
410,BOYD1,1.111e+05,6.965e+03,4.260e+11,0
411,BOYD1,1.111e+05,6.946e+03,4.259e+11,0
412,BOYD1,1.111e+05,6.926e+03,4.259e+11,0
413,BOYD1,1.111e+05,6.907e+03,4.259e+11,0
414,BOYD1,1.111e+05,6.888e+03,4.259e+11,0
415,BOYD1,1.111e+05,6.869e+03,4.258e+11,0
416,BOYD1,1.110e+05,6.850e+03,4.258e+11,0
417,BOYD1,1.111e+05,6.831e+03,4.258e+11,0
418,BOYD1,1.110e+05,6.813e+03,4.257e+11,0
419,BOYD1,1.110e+05,6.794e+03,4.257e+11,0
420,BOYD1,1.110e+05,6.776e+03,4.257e+11,0
421,BOYD1,1.110e+05,6.758e+03,4.256e+11,0
422,BOYD1,1.110e+05,6.739e+03,4.256e+11,0
423,BOYD1,1.110e+05,6.722e+03,4.256e+11,0
424,BOYD1,1.110e+05,6.704e+03,4.255e+11,0
425,BOYD1,1.110e+05,6.686e+03,4.255e+11,0
426,BOYD1,1.110e+05,6.668e+03,4.255e+11,0
427,BOYD1,1.110e+05,6.651e+03,4.254e+11,0
428,BOYD1,1.110e+05,6.633e+03,4.254e+11,0
429,BOYD1,1.110e+05,6.616e+03,4.254e+11,0
430,BOYD1,1.110e+05,6.599e+03,4.254e+11,0
431,BOYD1,1.110e+05,6.582e+03,4.253e+11,0
432,BOYD1,1.110e+05,6.565e+03,4.253e+11,0
433,BOYD1,1.110e+05,6.548e+03,4.253e+11,0
434,BOYD1,1.109e+05,6.532e+03,4.252e+11,0
435,BOYD1,1.109e+05,6.515e+03,4.252e+11,0
436,BOYD1,1.109e+05,6.499e+03,4.252e+11,0
437,BOYD1,1.109e+05,6.482e+03,4.251e+11,0
438,BOYD1,1.109e+05,6.466e+03,4.251e+11,0
439,BOYD1,1.109e+05,6.450e+03,4.251e+11,0
440,BOYD1,1.109e+05,6.434e+03,4.251e+11,0
441,BOYD1,1.109e+05,6.418e+03,4.250e+11,0
442,BOYD1,1.109e+05,6.402e+03,4.250e+11,0
443,BOYD1,1.109e+05,6.386e+03,4.250e+11,0
444,BOYD1,1.109e+05,6.371e+03,4.249e+11,0
445,BOYD1,1.109e+05,6.355e+03,4.249e+11,0
446,BOYD1,1.109e+05,6.340e+03,4.249e+11,0
447,BOYD1,1.109e+05,6.325e+03,4.248e+11,0
448,BOYD1,1.109e+05,6.309e+03,4.248e+11,0
449,BOYD1,1.109e+05,6.294e+03,4.248e+11,0
450,BOYD1,1.109e+05,6.279e+03,4.247e+11,0
451,BOYD1,1.109e+05,6.264e+03,4.247e+11,0
452,BOYD1,1.108e+05,6.249e+03,4.247e+11,0
453,BOYD1,1.109e+05,6.235e+03,4.247e+11,0
454,BOYD1,1.108e+05,6.220e+03,4.246e+11,0
455,BOYD1,1.109e+05,6.205e+03,4.246e+11,0
456,BOYD1,1.108e+05,6.191e+03,4.246e+11,0
457,BOYD1,1.108e+05,6.176e+03,4.245e+11,0
458,BOYD1,1.108e+05,6.162e+03,4.245e+11,0
459,BOYD1,1.108e+05,6.148e+03,4.245e+11,0
460,BOYD1,1.108e+05,6.134e+03,4.244e+11,0
461,BOYD1,1.108e+05,6.120e+03,4.244e+11,0
462,BOYD1,1.108e+05,6.106e+03,4.244e+11,0
463,BOYD1,1.108e+05,6.092e+03,4.244e+11,0
464,BOYD1,1.108e+05,6.078e+03,4.243e+11,0
465,BOYD1,1.108e+05,6.064e+03,4.243e+11,0
466,BOYD1,1.108e+05,6.051e+03,4.243e+11,0
467,BOYD1,1.108e+05,6.037e+03,4.242e+11,0
468,BOYD1,1.108e+05,6.024e+03,4.242e+11,0
469,BOYD1,1.108e+05,6.010e+03,4.242e+11,0
470,BOYD1,1.108e+05,5.997e+03,4.241e+11,0
471,BOYD1,1.108e+05,5.984e+03,4.241e+11,0
472,BOYD1,1.107e+05,5.971e+03,4.241e+11,0
473,BOYD1,1.108e+05,5.958e+03,4.241e+11,0
474,BOYD1,1.107e+05,5.945e+03,4.240e+11,0
475,BOYD1,1.108e+05,5.932e+03,4.240e+11,0
476,BOYD1,1.107e+05,5.919e+03,4.240e+11,0
477,BOYD1,1.108e+05,5.906e+03,4.239e+11,0
478,BOYD1,1.107e+05,5.893e+03,4.239e+11,0
479,BOYD1,1.108e+05,5.881e+03,4.239e+11,0
480,BOYD1,1.107e+05,5.868e+03,4.238e+11,0
481,BOYD1,1.107e+05,5.856e+03,4.238e+11,0
482,BOYD1,1.107e+05,5.843e+03,4.238e+11,0
483,BOYD1,1.107e+05,5.831e+03,4.238e+11,0
484,BOYD1,1.107e+05,5.819e+03,4.237e+11,0
485,BOYD1,1.107e+05,5.808e+03,4.237e+11,0
486,BOYD1,1.107e+05,5.799e+03,4.237e+11,0
487,BOYD1,1.107e+05,5.790e+03,4.236e+11,0
488,BOYD1,1.107e+05,5.781e+03,4.236e+11,0
489,BOYD1,1.107e+05,5.772e+03,4.236e+11,0
490,BOYD1,1.107e+05,5.763e+03,4.235e+11,0
491,BOYD1,1.107e+05,5.754e+03,4.235e+11,0
492,BOYD1,1.107e+05,5.745e+03,4.235e+11,0
493,BOYD1,1.107e+05,5.736e+03,4.235e+11,0
494,BOYD1,1.107e+05,5.726e+03,4.234e+11,0
495,BOYD1,1.107e+05,5.718e+03,4.234e+11,0
496,BOYD1,1.106e+05,5.709e+03,4.234e+11,0
497,BOYD1,1.107e+05,5.700e+03,4.233e+11,0
498,BOYD1,1.106e+05,5.691e+03,4.233e+11,0
499,BOYD1,1.107e+05,5.682e+03,4.233e+11,0
500,BOYD1,1.106e+05,5.673e+03,4.232e+11,0
501,BOYD1,1.107e+05,5.665e+03,4.232e+11,0
502,BOYD1,1.106e+05,5.655e+03,4.232e+11,0
503,BOYD1,1.107e+05,5.647e+03,4.232e+11,0
504,BOYD1,1.106e+05,5.638e+03,4.231e+11,0
505,BOYD1,1.107e+05,5.630e+03,4.231e+11,0
506,BOYD1,1.106e+05,5.621e+03,4.231e+11,0
507,BOYD1,1.107e+05,5.613e+03,4.230e+11,0
508,BOYD1,1.106e+05,5.604e+03,4.230e+11,0
509,BOYD1,1.106e+05,5.596e+03,4.230e+11,0
510,BOYD1,1.106e+05,5.587e+03,4.229e+11,0
511,BOYD1,1.106e+05,5.579e+03,4.229e+11,0
512,BOYD1,1.106e+05,5.570e+03,4.229e+11,0
513,BOYD1,1.106e+05,5.562e+03,4.229e+11,0
514,BOYD1,1.106e+05,5.554e+03,4.228e+11,0
515,BOYD1,1.106e+05,5.546e+03,4.228e+11,0
516,BOYD1,1.106e+05,5.537e+03,4.228e+11,0
517,BOYD1,1.106e+05,5.529e+03,4.227e+11,0
518,BOYD1,1.106e+05,5.521e+03,4.227e+11,0
519,BOYD1,1.106e+05,5.513e+03,4.227e+11,0
520,BOYD1,1.106e+05,5.505e+03,4.227e+11,0
521,BOYD1,1.106e+05,5.497e+03,4.226e+11,0
522,BOYD1,1.106e+05,5.489e+03,4.226e+11,0
523,BOYD1,1.106e+05,5.479e+03,4.226e+11,0
524,BOYD1,1.106e+05,5.469e+03,4.225e+11,0
525,BOYD1,1.106e+05,5.459e+03,4.225e+11,0
526,BOYD1,1.105e+05,5.449e+03,4.225e+11,0
527,BOYD1,1.106e+05,5.440e+03,4.224e+11,0
528,BOYD1,1.105e+05,5.431e+03,4.224e+11,0
529,BOYD1,1.106e+05,5.422e+03,4.224e+11,0
530,BOYD1,1.105e+05,5.413e+03,4.224e+11,0
531,BOYD1,1.106e+05,5.405e+03,4.223e+11,0
532,BOYD1,1.105e+05,5.396e+03,4.223e+11,0
533,BOYD1,1.106e+05,5.388e+03,4.223e+11,0
534,BOYD1,1.105e+05,5.380e+03,4.222e+11,0
535,BOYD1,1.106e+05,5.371e+03,4.222e+11,0
536,BOYD1,1.105e+05,5.363e+03,4.222e+11,0
537,BOYD1,1.106e+05,5.354e+03,4.222e+11,0
538,BOYD1,1.105e+05,5.346e+03,4.221e+11,0
539,BOYD1,1.106e+05,5.338e+03,4.221e+11,0
540,BOYD1,1.105e+05,5.329e+03,4.221e+11,0
541,BOYD1,1.105e+05,5.321e+03,4.220e+11,0
542,BOYD1,1.105e+05,5.313e+03,4.220e+11,0
543,BOYD1,1.105e+05,5.305e+03,4.220e+11,0
544,BOYD1,1.105e+05,5.297e+03,4.219e+11,0
545,BOYD1,1.105e+05,5.289e+03,4.219e+11,0
546,BOYD1,1.105e+05,5.281e+03,4.219e+11,0
547,BOYD1,1.105e+05,5.273e+03,4.219e+11,0
548,BOYD1,1.105e+05,5.265e+03,4.218e+11,0
549,BOYD1,1.105e+05,5.257e+03,4.218e+11,0
550,BOYD1,1.105e+05,5.249e+03,4.218e+11,0
551,BOYD1,1.105e+05,5.241e+03,4.217e+11,0
552,BOYD1,1.105e+05,5.233e+03,4.217e+11,0
553,BOYD1,1.105e+05,5.225e+03,4.217e+11,0
554,BOYD1,1.104e+05,5.218e+03,4.217e+11,0
555,BOYD1,1.105e+05,5.210e+03,4.216e+11,0
556,BOYD1,1.104e+05,5.202e+03,4.216e+11,0
557,BOYD1,1.105e+05,5.194e+03,4.216e+11,0
558,BOYD1,1.104e+05,5.187e+03,4.215e+11,0
559,BOYD1,1.105e+05,5.179e+03,4.215e+11,0
560,BOYD1,1.104e+05,5.172e+03,4.215e+11,0
561,BOYD1,1.105e+05,5.164e+03,4.214e+11,0
562,BOYD1,1.104e+05,5.156e+03,4.214e+11,0
563,BOYD1,1.105e+05,5.149e+03,4.214e+11,0
564,BOYD1,1.104e+05,5.141e+03,4.214e+11,0
565,BOYD1,1.105e+05,5.134e+03,4.213e+11,0
566,BOYD1,1.104e+05,5.127e+03,4.213e+11,0
567,BOYD1,1.105e+05,5.119e+03,4.213e+11,0
568,BOYD1,1.104e+05,5.112e+03,4.212e+11,0
569,BOYD1,1.105e+05,5.104e+03,4.212e+11,0
570,BOYD1,1.104e+05,5.097e+03,4.212e+11,0
571,BOYD1,1.105e+05,5.090e+03,4.212e+11,0
572,BOYD1,1.104e+05,5.083e+03,4.211e+11,0
573,BOYD1,1.105e+05,5.075e+03,4.211e+11,0
574,BOYD1,1.104e+05,5.068e+03,4.211e+11,0
575,BOYD1,1.105e+05,5.061e+03,4.210e+11,0
576,BOYD1,1.104e+05,5.053e+03,4.210e+11,0
577,BOYD1,1.105e+05,5.046e+03,4.210e+11,0
578,BOYD1,1.104e+05,5.039e+03,4.210e+11,0
579,BOYD1,1.105e+05,5.032e+03,4.209e+11,0
580,BOYD1,1.104e+05,5.024e+03,4.209e+11,0
581,BOYD1,1.105e+05,5.015e+03,4.209e+11,0
582,BOYD1,1.104e+05,5.007e+03,4.208e+11,0
583,BOYD1,1.104e+05,4.998e+03,4.208e+11,0
584,BOYD1,1.104e+05,4.990e+03,4.208e+11,0
585,BOYD1,1.104e+05,4.982e+03,4.208e+11,0
586,BOYD1,1.104e+05,4.974e+03,4.207e+11,0
587,BOYD1,1.104e+05,4.965e+03,4.207e+11,0
588,BOYD1,1.104e+05,4.958e+03,4.207e+11,0
589,BOYD1,1.104e+05,4.950e+03,4.206e+11,0
590,BOYD1,1.104e+05,4.942e+03,4.206e+11,0
591,BOYD1,1.104e+05,4.934e+03,4.206e+11,0
592,BOYD1,1.104e+05,4.927e+03,4.205e+11,0
593,BOYD1,1.104e+05,4.919e+03,4.205e+11,0
594,BOYD1,1.104e+05,4.912e+03,4.205e+11,0
595,BOYD1,1.104e+05,4.904e+03,4.205e+11,0
596,BOYD1,1.104e+05,4.897e+03,4.204e+11,0
597,BOYD1,1.104e+05,4.889e+03,4.204e+11,0
598,BOYD1,1.104e+05,4.882e+03,4.204e+11,0
599,BOYD1,1.104e+05,4.874e+03,4.203e+11,0
600,BOYD1,1.104e+05,4.867e+03,4.203e+11,0
601,BOYD1,1.104e+05,4.860e+03,4.203e+11,0
602,BOYD1,1.103e+05,4.852e+03,4.203e+11,0
603,BOYD1,1.104e+05,4.845e+03,4.202e+11,0
604,BOYD1,1.103e+05,4.838e+03,4.202e+11,0
605,BOYD1,1.104e+05,4.830e+03,4.202e+11,0
606,BOYD1,1.103e+05,4.823e+03,4.201e+11,0
607,BOYD1,1.104e+05,4.816e+03,4.201e+11,0
608,BOYD1,1.103e+05,4.809e+03,4.201e+11,0
609,BOYD1,1.104e+05,4.802e+03,4.201e+11,0
610,BOYD1,1.103e+05,4.795e+03,4.200e+11,0
611,BOYD1,1.104e+05,4.788e+03,4.200e+11,0
612,BOYD1,1.103e+05,4.781e+03,4.200e+11,0
613,BOYD1,1.104e+05,4.773e+03,4.199e+11,0
614,BOYD1,1.103e+05,4.767e+03,4.199e+11,0
615,BOYD1,1.103e+05,4.760e+03,4.199e+11,0
616,BOYD1,1.103e+05,4.753e+03,4.199e+11,0
617,BOYD1,1.103e+05,4.746e+03,4.198e+11,0
618,BOYD1,1.103e+05,4.739e+03,4.198e+11,0
619,BOYD1,1.103e+05,4.732e+03,4.198e+11,0
620,BOYD1,1.103e+05,4.725e+03,4.197e+11,0
621,BOYD1,1.103e+05,4.718e+03,4.197e+11,0
622,BOYD1,1.103e+05,4.712e+03,4.197e+11,0
623,BOYD1,1.103e+05,4.705e+03,4.197e+11,0
624,BOYD1,1.103e+05,4.698e+03,4.196e+11,0
625,BOYD1,1.103e+05,4.691e+03,4.196e+11,0
626,BOYD1,1.103e+05,4.685e+03,4.196e+11,0
627,BOYD1,1.103e+05,4.678e+03,4.195e+11,0
628,BOYD1,1.103e+05,4.671e+03,4.195e+11,0
629,BOYD1,1.103e+05,4.664e+03,4.195e+11,0
630,BOYD1,1.103e+05,4.658e+03,4.195e+11,0
