problem name,setup time,solve time,run time,status,primal residual,primal ratio,dual residual,dual ratio,duality gap,duality gap ratio,integral_sum,restart,iterations,task_id,restart_type,alpha,rho_is_vec,adaptive_rho_tolerance_greater,adaptive_rho_tolerance_less,rho_custom_condition,rho_custom_tolerance,adapt_rho_on_restart,custom_average_rest,beta,ini_rest_len,lambd,xi,vector_rho_in_averaged_KKT,halpern_scheme,alpha_adjustment_reflected_halpern,adaptive_rest,restart_necessary,restart_artificial,halpern_step_first_inner_iter,pid_controller,KP,KI,negate_K
HUES-MOD,0.004145687,0.573297875,0.5774435619999999,solved,0.0003780454452453341,0.03968613826943297,1.8192039246203717e-07,0.06262370853218571,-59.775211066007614,0.8582365728146243,0.041801819012568735,38,1925,50,averaged,0.9981524890639957,-1,45.34894452360261,54.24066462397568,-1,-1,1,1,0.5469885536215189,75,-1,16.32345754984683,0,-1,-1,1,0.5826269478799319,0.6815007492805892,-1,0,-1,-1,-1
HUESTIS,0.004170008,4.490849236,4.495019244,solved,0.00045861539229008486,0.04814415257927794,7.415374318367e-05,0.0038924299758352383,-695999.6610107423,0.9992980198797115,0.02543946709745257,296,14825,50,averaged,0.9981524890639957,-1,45.34894452360261,54.24066462397568,-1,-1,1,1,0.5469885536215189,75,-1,16.32345754984683,0,-1,-1,1,0.5826269478799319,0.6815007492805892,-1,0,-1,-1,-1
KSIP,0.001198718,0.567347386,0.568546104,solved,1.2540294000995544e-06,0.674719852673287,1.8687368168457397e-06,0.8573700993833523,1.204020365186409e-06,0.727528761342115,0.00016892582283210193,195,9750,50,averaged,0.9981524890639957,-1,45.34894452360261,54.24066462397568,-1,-1,1,1,0.5469885536215189,75,-1,16.32345754984683,0,-1,-1,1,0.5826269478799319,0.6815007492805892,-1,0,-1,-1,-1
LASER,0.000810145,0.005754588,0.006564733,solved,2.2744578941745002e-05,0.06395640564522448,3.498894667676819e-06,0.004451520625889037,-0.5231518447399139,0.10855567552097513,0.000112736777686293,2,125,50,averaged,0.9981524890639957,-1,45.34894452360261,54.24066462397568,-1,-1,1,1,0.5469885536215189,75,-1,16.32345754984683,0,-1,-1,1,0.5826269478799319,0.6815007492805892,-1,0,-1,-1,-1
LISWET1,0.008116593,205.53341551,205.541532103,solved,1.997792741090139e-06,0.9999925917202082,3.922410049920037e-07,0.1868615144564694,-0.0042793757887455465,0.8555664367967966,0.001029370838253895,8380,419025,50,averaged,0.9981524890639957,-1,45.34894452360261,54.24066462397568,-1,-1,1,1,0.5469885536215189,75,-1,16.32345754984683,0,-1,-1,1,0.5826269478799319,0.6815007492805892,-1,0,-1,-1,-1
LISWET10,0.008757207,25.069829857,25.078587063999997,solved,2.097504565966597e-06,0.9997241628651037,1.4045370063029613e-07,0.06688367007252283,-0.00022510593143319966,0.04499512841213753,0.00044616512671092023,1021,51075,50,averaged,0.9981524890639957,-1,45.34894452360261,54.24066462397568,-1,-1,1,1,0.5469885536215189,75,-1,16.32345754984683,0,-1,-1,1,0.5826269478799319,0.6815007492805892,-1,0,-1,-1,-1
LISWET11,0.007927732,29.570149068,29.578076799999998,solved,2.0977225869642897e-06,0.999828075047343,1.228939945309208e-07,0.05852317932618577,-0.0004499473034830771,0.08994447775474657,0.0005195504915231878,1203,60150,50,averaged,0.9981524890639957,-1,45.34894452360261,54.24066462397568,-1,-1,1,1,0.5469885536215189,75,-1,16.32345754984683,0,-1,-1,1,0.5826269478799319,0.6815007492805892,-1,0,-1,-1,-1
LISWET12,0.008744797,999.991964516,1000.000709313,run time limit reached,1.583928641294781e-06,0.7549407766223067,9.445211893995178e-08,0.044977413689254855,-0.2650222709012547,52.9808832129949,0.0013485055158937106,41080,2054009,50,averaged,0.9981524890639957,-1,45.34894452360261,54.24066462397568,-1,-1,1,1,0.5469885536215189,75,-1,16.32345754984683,0,-1,-1,1,0.5826269478799319,0.6815007492805892,-1,0,-1,-1,-1
LISWET2,0.006820834,28.986485584,28.993306418,solved,1.9952038368312636e-06,0.9999863208243854,1.0535879351897216e-07,0.050197147809229445,-0.000185762848493509,0.05570125783947216,0.000537821879453809,1182,59100,50,averaged,0.9981524890639957,-1,45.34894452360261,54.24066462397568,-1,-1,1,1,0.5469885536215189,75,-1,16.32345754984683,0,-1,-1,1,0.5826269478799319,0.6815007492805892,-1,0,-1,-1,-1
LISWET3,0.007202318,28.658320064,28.665522382000002,solved,1.9948545452703872e-06,0.9998651242808453,1.0631848509770799e-07,0.050664038646233825,-0.00018413923133331822,0.09199977403257072,0.000536019079123308,1169,58475,50,averaged,0.9981524890639957,-1,45.34894452360261,54.24066462397568,-1,-1,1,1,0.5469885536215189,75,-1,16.32345754984683,0,-1,-1,1,0.5826269478799319,0.6815007492805892,-1,0,-1,-1,-1
LISWET4,0.007000196,28.554137263,28.561137459,solved,1.9948109952071806e-06,0.9998564525192465,1.0735258422820711e-07,0.05116657176726356,-0.00018336096289120758,0.12822153759315072,0.0005227222267911861,1165,58250,50,averaged,0.9981524890639957,-1,45.34894452360261,54.24066462397568,-1,-1,1,1,0.5469885536215189,75,-1,16.32345754984683,0,-1,-1,1,0.5826269478799319,0.6815007492805892,-1,0,-1,-1,-1
LISWET5,0.006397202,8.458227771,8.464624973000001,solved,3.7113744929982503e-06,0.9997482067109552,6.770776279145922e-07,0.17740846381757003,-0.000231205706117762,0.007235726123175041,0.00013243765236800977,344,17225,50,averaged,0.9981524890639957,-1,45.34894452360261,54.24066462397568,-1,-1,1,1,0.5469885536215189,75,-1,16.32345754984683,0,-1,-1,1,0.5826269478799319,0.6815007492805892,-1,0,-1,-1,-1
LISWET6,0.007115086,24.115098513,24.122213599,solved,2.097678335085911e-06,0.9998069861580876,1.437815924777782e-07,0.06852485533186946,-0.000188305230466608,0.0435342493050249,0.0004567784863029299,986,49300,50,averaged,0.9981524890639957,-1,45.34894452360261,54.24066462397568,-1,-1,1,1,0.5469885536215189,75,-1,16.32345754984683,0,-1,-1,1,0.5826269478799319,0.6815007492805892,-1,0,-1,-1,-1
LISWET7,0.006653604,29.565277484,29.571931088,solved,1.9998867853546145e-06,0.9999434670832256,1.0078132609661088e-07,0.047991336192095245,-0.00026639859467516934,0.05326358287525303,0.000558170849930427,1208,60425,50,averaged,0.9981524890639957,-1,45.34894452360261,54.24066462397568,-1,-1,1,1,0.5469885536215189,75,-1,16.32345754984683,0,-1,-1,1,0.5826269478799319,0.6815007492805892,-1,0,-1,-1,-1
LISWET8,0.006338112,29.503210567,29.509548679,solved,1.999748039826562e-06,0.999874081770385,1.0087419441054277e-07,0.04803555941417816,-0.0004206664402575911,0.08410779625959937,0.0005682341830516538,1206,60300,50,averaged,0.9981524890639957,-1,45.34894452360261,54.24066462397568,-1,-1,1,1,0.5469885536215189,75,-1,16.32345754984683,0,-1,-1,1,0.5826269478799319,0.6815007492805892,-1,0,-1,-1,-1
LISWET9,0.006361702,31.001130417,31.007492119,solved,1.9999502874006484e-06,0.999945866231358,9.652921908288369e-08,0.04597023509750679,-0.0023864005529673107,0.47713563348641236,0.000560804145525004,1267,63375,50,averaged,0.9981524890639957,-1,45.34894452360261,54.24066462397568,-1,-1,1,1,0.5469885536215189,75,-1,16.32345754984683,0,-1,-1,1,0.5826269478799319,0.6815007492805892,-1,0,-1,-1,-1
